feature,mean_abs_shap
morgan_bit_1652,0.0
morgan_bit_1650,0.0
morgan_bit_1649,0.0
morgan_bit_1648,0.0
morgan_bit_1647,0.0
morgan_bit_1646,0.0
morgan_bit_1645,0.0
morgan_bit_1644,0.0
morgan_bit_1643,0.0
morgan_bit_1642,0.0
morgan_bit_1668,0.0
morgan_bit_1670,0.0
morgan_bit_1640,0.0
morgan_bit_1685,0.0
morgan_bit_44,0.0
morgan_bit_1695,0.0
morgan_bit_1694,0.0
morgan_bit_45,0.0
morgan_bit_1692,0.0
morgan_bit_1691,0.0
morgan_bit_46,0.0
morgan_bit_1689,0.0
morgan_bit_1688,0.0
morgan_bit_1687,0.0
morgan_bit_1686,0.0
morgan_bit_1684,0.0
morgan_bit_1672,0.0
morgan_bit_47,0.0
morgan_bit_1682,0.0
morgan_bit_1681,0.0
morgan_bit_1680,0.0
morgan_bit_1679,0.0
morgan_bit_1678,0.0
morgan_bit_1677,0.0
morgan_bit_1676,0.0
morgan_bit_1675,0.0
morgan_bit_1674,0.0
morgan_bit_1673,0.0
morgan_bit_1641,0.0
morgan_bit_1639,0.0
morgan_bit_1698,0.0
morgan_bit_1596,0.0
morgan_bit_1608,0.0
morgan_bit_51,0.0
morgan_bit_1606,0.0
morgan_bit_1605,0.0
morgan_bit_52,0.0
morgan_bit_54,0.0
morgan_bit_1601,0.0
morgan_bit_1600,0.0
morgan_bit_55,0.0
morgan_bit_1598,0.0
morgan_bit_1597,0.0
morgan_bit_1595,0.0
morgan_bit_1166,0.0
morgan_bit_1594,0.0
morgan_bit_1593,0.0
morgan_bit_1592,0.0
morgan_bit_1591,0.0
morgan_bit_1590,0.0
morgan_bit_56,0.0
morgan_bit_1588,0.0
morgan_bit_1587,0.0
morgan_bit_1585,0.0
morgan_bit_1584,0.0
morgan_bit_1583,0.0
morgan_bit_1609,0.0
morgan_bit_1611,0.0
morgan_bit_1638,0.0
morgan_bit_1625,0.0
morgan_bit_1637,0.0
morgan_bit_1636,0.0
morgan_bit_1635,0.0
morgan_bit_1634,0.0
morgan_bit_1633,0.0
morgan_bit_1632,0.0
morgan_bit_1630,0.0
morgan_bit_49,0.0
morgan_bit_1628,0.0
morgan_bit_1627,0.0
morgan_bit_1626,0.0
morgan_bit_1624,0.0
morgan_bit_50,0.0
morgan_bit_1623,0.0
morgan_bit_1622,0.0
morgan_bit_1621,0.0
morgan_bit_1620,0.0
morgan_bit_1619,0.0
morgan_bit_1618,0.0
morgan_bit_1617,0.0
morgan_bit_1616,0.0
morgan_bit_1615,0.0
morgan_bit_1614,0.0
morgan_bit_1613,0.0
morgan_bit_43,0.0
morgan_bit_1699,0.0
morgan_bit_1817,0.0
morgan_bit_1773,0.0
morgan_bit_1786,0.0
morgan_bit_1785,0.0
morgan_bit_1784,0.0
morgan_bit_1782,0.0
morgan_bit_1781,0.0
morgan_bit_1780,0.0
morgan_bit_1779,0.0
morgan_bit_1778,0.0
morgan_bit_1777,0.0
morgan_bit_1776,0.0
morgan_bit_1774,0.0
morgan_bit_1772,0.0
morgan_bit_1788,0.0
morgan_bit_1771,0.0
morgan_bit_1770,0.0
morgan_bit_1769,0.0
morgan_bit_1768,0.0
morgan_bit_1767,0.0
morgan_bit_1766,0.0
morgan_bit_1765,0.0
morgan_bit_1763,0.0
morgan_bit_1762,0.0
morgan_bit_1761,0.0
morgan_bit_1760,0.0
morgan_bit_1787,0.0
morgan_bit_1789,0.0
morgan_bit_1758,0.0
morgan_bit_1805,0.0
morgan_bit_33,0.0
morgan_bit_1815,0.0
morgan_bit_1814,0.0
morgan_bit_1813,0.0
morgan_bit_1812,0.0
morgan_bit_1811,0.0
morgan_bit_1810,0.0
morgan_bit_1809,0.0
morgan_bit_1808,0.0
morgan_bit_1807,0.0
morgan_bit_1806,0.0
morgan_bit_1803,0.0
morgan_bit_1790,0.0
morgan_bit_1802,0.0
morgan_bit_1801,0.0
morgan_bit_1800,0.0
morgan_bit_1799,0.0
morgan_bit_1798,0.0
morgan_bit_1797,0.0
morgan_bit_1796,0.0
morgan_bit_1795,0.0
morgan_bit_1794,0.0
morgan_bit_1793,0.0
morgan_bit_34,0.0
morgan_bit_1759,0.0
morgan_bit_1757,0.0
morgan_bit_1700,0.0
morgan_bit_1714,0.0
morgan_bit_1726,0.0
morgan_bit_1725,0.0
morgan_bit_1723,0.0
morgan_bit_41,0.0
morgan_bit_1721,0.0
morgan_bit_1720,0.0
morgan_bit_1719,0.0
morgan_bit_42,0.0
morgan_bit_1717,0.0
morgan_bit_1716,0.0
morgan_bit_1715,0.0
morgan_bit_1713,0.0
morgan_bit_1728,0.0
morgan_bit_1712,0.0
morgan_bit_1711,0.0
morgan_bit_1710,0.0
morgan_bit_1709,0.0
morgan_bit_1708,0.0
morgan_bit_1707,0.0
morgan_bit_1706,0.0
morgan_bit_1705,0.0
morgan_bit_1704,0.0
morgan_bit_1703,0.0
morgan_bit_1702,0.0
morgan_bit_1727,0.0
morgan_bit_40,0.0
morgan_bit_1756,0.0
morgan_bit_1744,0.0
morgan_bit_1755,0.0
morgan_bit_35,0.0
morgan_bit_1753,0.0
morgan_bit_1752,0.0
morgan_bit_1751,0.0
morgan_bit_36,0.0
morgan_bit_1749,0.0
morgan_bit_1748,0.0
morgan_bit_1747,0.0
morgan_bit_1746,0.0
morgan_bit_37,0.0
morgan_bit_1743,0.0
morgan_bit_1730,0.0
morgan_bit_1742,0.0
morgan_bit_1741,0.0
morgan_bit_1740,0.0
morgan_bit_1739,0.0
morgan_bit_38,0.0
morgan_bit_39,0.0
morgan_bit_1736,0.0
morgan_bit_1735,0.0
morgan_bit_1734,0.0
morgan_bit_1732,0.0
morgan_bit_1731,0.0
morgan_bit_1610,0.0
morgan_bit_1127,0.0
morgan_bit_1165,0.0
morgan_bit_520,0.0
morgan_bit_532,0.0
morgan_bit_531,0.0
morgan_bit_530,0.0
morgan_bit_160,0.0
morgan_bit_527,0.0
morgan_bit_526,0.0
morgan_bit_525,0.0
morgan_bit_524,0.0
morgan_bit_523,0.0
morgan_bit_522,0.0
morgan_bit_521,0.0
morgan_bit_161,0.0
morgan_bit_534,0.0
morgan_bit_518,0.0
morgan_bit_517,0.0
morgan_bit_516,0.0
morgan_bit_515,0.0
morgan_bit_514,0.0
morgan_bit_513,0.0
morgan_bit_512,0.0
morgan_bit_511,0.0
morgan_bit_510,0.0
morgan_bit_509,0.0
morgan_bit_508,0.0
morgan_bit_533,0.0
morgan_bit_535,0.0
morgan_bit_506,0.0
morgan_bit_549,0.0
morgan_bit_562,0.0
morgan_bit_560,0.0
morgan_bit_559,0.0
morgan_bit_558,0.0
morgan_bit_557,0.0
morgan_bit_556,0.0
morgan_bit_555,0.0
morgan_bit_554,0.0
morgan_bit_553,0.0
morgan_bit_551,0.0
morgan_bit_550,0.0
morgan_bit_548,0.0
morgan_bit_536,0.0
morgan_bit_159,0.0
morgan_bit_546,0.0
morgan_bit_545,0.0
morgan_bit_544,0.0
morgan_bit_543,0.0
morgan_bit_542,0.0
morgan_bit_541,0.0
morgan_bit_540,0.0
morgan_bit_539,0.0
morgan_bit_538,0.0
morgan_bit_537,0.0
morgan_bit_507,0.0
morgan_bit_505,0.0
morgan_bit_442,0.0
morgan_bit_458,0.0
morgan_bit_470,0.0
morgan_bit_469,0.0
morgan_bit_468,0.0
morgan_bit_467,0.0
morgan_bit_466,0.0
morgan_bit_465,0.0
morgan_bit_463,0.0
morgan_bit_462,0.0
morgan_bit_461,0.0
morgan_bit_460,0.0
morgan_bit_459,0.0
morgan_bit_168,0.0
morgan_bit_472,0.0
morgan_bit_455,0.0
morgan_bit_453,0.0
morgan_bit_452,0.0
morgan_bit_451,0.0
morgan_bit_450,0.0
morgan_bit_449,0.0
morgan_bit_448,0.0
morgan_bit_447,0.0
morgan_bit_446,0.0
morgan_bit_445,0.0
morgan_bit_169,0.0
morgan_bit_471,0.0
morgan_bit_167,0.0
morgan_bit_162,0.0
morgan_bit_492,0.0
morgan_bit_503,0.0
morgan_bit_163,0.0
morgan_bit_501,0.0
morgan_bit_500,0.0
morgan_bit_499,0.0
morgan_bit_498,0.0
morgan_bit_497,0.0
morgan_bit_496,0.0
morgan_bit_495,0.0
morgan_bit_494,0.0
morgan_bit_493,0.0
morgan_bit_490,0.0
morgan_bit_475,0.0
morgan_bit_164,0.0
morgan_bit_488,0.0
morgan_bit_487,0.0
morgan_bit_484,0.0
morgan_bit_483,0.0
morgan_bit_481,0.0
morgan_bit_480,0.0
morgan_bit_166,0.0
morgan_bit_478,0.0
morgan_bit_477,0.0
morgan_bit_476,0.0
morgan_bit_564,0.0
morgan_bit_565,0.0
morgan_bit_566,0.0
morgan_bit_637,0.0
morgan_bit_648,0.0
morgan_bit_647,0.0
morgan_bit_646,0.0
morgan_bit_645,0.0
morgan_bit_644,0.0
morgan_bit_643,0.0
morgan_bit_642,0.0
morgan_bit_641,0.0
morgan_bit_640,0.0
morgan_bit_639,0.0
morgan_bit_638,0.0
morgan_bit_636,0.0
morgan_bit_152,0.0
morgan_bit_635,0.0
morgan_bit_634,0.0
morgan_bit_633,0.0
morgan_bit_632,0.0
morgan_bit_631,0.0
morgan_bit_630,0.0
morgan_bit_629,0.0
morgan_bit_628,0.0
morgan_bit_627,0.0
morgan_bit_626,0.0
morgan_bit_625,0.0
morgan_bit_649,0.0
morgan_bit_651,0.0
morgan_bit_567,0.0
morgan_bit_665,0.0
morgan_bit_676,0.0
morgan_bit_148,0.0
morgan_bit_149,0.0
morgan_bit_673,0.0
morgan_bit_672,0.0
morgan_bit_671,0.0
morgan_bit_670,0.0
morgan_bit_669,0.0
morgan_bit_668,0.0
morgan_bit_667,0.0
morgan_bit_666,0.0
morgan_bit_664,0.0
morgan_bit_151,0.0
morgan_bit_663,0.0
morgan_bit_662,0.0
morgan_bit_661,0.0
morgan_bit_660,0.0
morgan_bit_659,0.0
morgan_bit_658,0.0
morgan_bit_657,0.0
morgan_bit_150,0.0
morgan_bit_655,0.0
morgan_bit_654,0.0
morgan_bit_653,0.0
morgan_bit_153,0.0
morgan_bit_623,0.0
morgan_bit_154,0.0
morgan_bit_580,0.0
morgan_bit_592,0.0
morgan_bit_590,0.0
morgan_bit_589,0.0
morgan_bit_588,0.0
morgan_bit_587,0.0
morgan_bit_586,0.0
morgan_bit_585,0.0
morgan_bit_584,0.0
morgan_bit_583,0.0
morgan_bit_582,0.0
morgan_bit_581,0.0
morgan_bit_579,0.0
morgan_bit_621,0.0
morgan_bit_578,0.0
morgan_bit_157,0.0
morgan_bit_158,0.0
morgan_bit_575,0.0
morgan_bit_574,0.0
morgan_bit_573,0.0
morgan_bit_572,0.0
morgan_bit_571,0.0
morgan_bit_570,0.0
morgan_bit_569,0.0
morgan_bit_568,0.0
morgan_bit_593,0.0
morgan_bit_594,0.0
morgan_bit_595,0.0
morgan_bit_596,0.0
morgan_bit_620,0.0
morgan_bit_619,0.0
morgan_bit_618,0.0
morgan_bit_617,0.0
morgan_bit_616,0.0
morgan_bit_615,0.0
morgan_bit_614,0.0
morgan_bit_613,0.0
morgan_bit_612,0.0
morgan_bit_611,0.0
morgan_bit_609,0.0
morgan_bit_608,0.0
morgan_bit_155,0.0
morgan_bit_156,0.0
morgan_bit_605,0.0
morgan_bit_604,0.0
morgan_bit_603,0.0
morgan_bit_602,0.0
morgan_bit_601,0.0
morgan_bit_600,0.0
morgan_bit_599,0.0
morgan_bit_598,0.0
morgan_bit_597,0.0
morgan_bit_443,0.0
morgan_bit_440,0.0
morgan_bit_1164,0.0
morgan_bit_271,0.0
morgan_bit_282,0.0
morgan_bit_281,0.0
morgan_bit_280,0.0
morgan_bit_279,0.0
morgan_bit_278,0.0
morgan_bit_277,0.0
morgan_bit_276,0.0
morgan_bit_275,0.0
morgan_bit_274,0.0
morgan_bit_273,0.0
morgan_bit_272,0.0
morgan_bit_270,0.0
morgan_bit_284,0.0
morgan_bit_269,0.0
morgan_bit_268,0.0
morgan_bit_267,0.0
morgan_bit_266,0.0
morgan_bit_265,0.0
morgan_bit_264,0.0
morgan_bit_263,0.0
morgan_bit_261,0.0
morgan_bit_260,0.0
morgan_bit_259,0.0
morgan_bit_258,0.0
morgan_bit_184,0.0
morgan_bit_285,0.0
morgan_bit_256,0.0
morgan_bit_300,0.0
morgan_bit_315,0.0
morgan_bit_181,0.0
morgan_bit_313,0.0
morgan_bit_312,0.0
morgan_bit_311,0.0
morgan_bit_309,0.0
morgan_bit_308,0.0
morgan_bit_306,0.0
morgan_bit_304,0.0
morgan_bit_303,0.0
morgan_bit_302,0.0
morgan_bit_299,0.0
morgan_bit_286,0.0
morgan_bit_298,0.0
morgan_bit_297,0.0
morgan_bit_296,0.0
morgan_bit_183,0.0
morgan_bit_293,0.0
morgan_bit_292,0.0
morgan_bit_291,0.0
morgan_bit_290,0.0
morgan_bit_289,0.0
morgan_bit_288,0.0
morgan_bit_287,0.0
morgan_bit_185,0.0
morgan_bit_186,0.0
morgan_bit_439,0.0
morgan_bit_213,0.0
morgan_bit_224,0.0
morgan_bit_223,0.0
morgan_bit_194,0.0
morgan_bit_221,0.0
morgan_bit_220,0.0
morgan_bit_219,0.0
morgan_bit_218,0.0
morgan_bit_217,0.0
morgan_bit_216,0.0
morgan_bit_215,0.0
morgan_bit_214,0.0
morgan_bit_212,0.0
morgan_bit_226,0.0
morgan_bit_211,0.0
morgan_bit_210,0.0
morgan_bit_209,0.0
morgan_bit_208,0.0
morgan_bit_195,0.0
morgan_bit_204,0.0
morgan_bit_203,0.0
morgan_bit_202,0.0
morgan_bit_201,0.0
morgan_bit_200,0.0
morgan_bit_199,0.0
morgan_bit_225,0.0
morgan_bit_193,0.0
morgan_bit_254,0.0
morgan_bit_241,0.0
morgan_bit_253,0.0
morgan_bit_187,0.0
morgan_bit_251,0.0
morgan_bit_250,0.0
morgan_bit_188,0.0
morgan_bit_248,0.0
morgan_bit_247,0.0
morgan_bit_246,0.0
morgan_bit_245,0.0
morgan_bit_244,0.0
morgan_bit_243,0.0
morgan_bit_240,0.0
morgan_bit_228,0.0
morgan_bit_239,0.0
morgan_bit_238,0.0
morgan_bit_237,0.0
morgan_bit_236,0.0
morgan_bit_235,0.0
morgan_bit_234,0.0
morgan_bit_189,0.0
morgan_bit_232,0.0
morgan_bit_190,0.0
morgan_bit_230,0.0
morgan_bit_229,0.0
morgan_bit_316,0.0
morgan_bit_317,0.0
morgan_bit_318,0.0
morgan_bit_394,0.0
morgan_bit_405,0.0
morgan_bit_404,0.0
morgan_bit_403,0.0
morgan_bit_402,0.0
morgan_bit_401,0.0
morgan_bit_400,0.0
morgan_bit_399,0.0
morgan_bit_398,0.0
morgan_bit_172,0.0
morgan_bit_396,0.0
morgan_bit_395,0.0
morgan_bit_393,0.0
morgan_bit_171,0.0
morgan_bit_173,0.0
morgan_bit_391,0.0
morgan_bit_390,0.0
morgan_bit_174,0.0
morgan_bit_388,0.0
morgan_bit_386,0.0
morgan_bit_385,0.0
morgan_bit_384,0.0
morgan_bit_383,0.0
morgan_bit_382,0.0
morgan_bit_175,0.0
morgan_bit_406,0.0
morgan_bit_409,0.0
morgan_bit_320,0.0
morgan_bit_425,0.0
morgan_bit_438,0.0
morgan_bit_436,0.0
morgan_bit_435,0.0
morgan_bit_434,0.0
morgan_bit_433,0.0
morgan_bit_170,0.0
morgan_bit_430,0.0
morgan_bit_429,0.0
morgan_bit_428,0.0
morgan_bit_427,0.0
morgan_bit_426,0.0
morgan_bit_423,0.0
morgan_bit_410,0.0
morgan_bit_422,0.0
morgan_bit_421,0.0
morgan_bit_420,0.0
morgan_bit_418,0.0
morgan_bit_417,0.0
morgan_bit_416,0.0
morgan_bit_415,0.0
morgan_bit_414,0.0
morgan_bit_413,0.0
morgan_bit_412,0.0
morgan_bit_411,0.0
morgan_bit_380,0.0
morgan_bit_379,0.0
morgan_bit_176,0.0
morgan_bit_333,0.0
morgan_bit_347,0.0
morgan_bit_346,0.0
morgan_bit_344,0.0
morgan_bit_342,0.0
morgan_bit_341,0.0
morgan_bit_340,0.0
morgan_bit_339,0.0
morgan_bit_338,0.0
morgan_bit_337,0.0
morgan_bit_336,0.0
morgan_bit_335,0.0
morgan_bit_332,0.0
morgan_bit_377,0.0
morgan_bit_331,0.0
morgan_bit_330,0.0
morgan_bit_329,0.0
morgan_bit_328,0.0
morgan_bit_327,0.0
morgan_bit_326,0.0
morgan_bit_325,0.0
morgan_bit_324,0.0
morgan_bit_323,0.0
morgan_bit_180,0.0
morgan_bit_321,0.0
morgan_bit_348,0.0
morgan_bit_349,0.0
morgan_bit_179,0.0
morgan_bit_351,0.0
morgan_bit_376,0.0
morgan_bit_375,0.0
morgan_bit_374,0.0
morgan_bit_373,0.0
morgan_bit_372,0.0
morgan_bit_370,0.0
morgan_bit_369,0.0
morgan_bit_368,0.0
morgan_bit_367,0.0
morgan_bit_177,0.0
morgan_bit_364,0.0
morgan_bit_363,0.0
morgan_bit_362,0.0
morgan_bit_361,0.0
morgan_bit_360,0.0
morgan_bit_359,0.0
morgan_bit_358,0.0
morgan_bit_357,0.0
morgan_bit_356,0.0
morgan_bit_355,0.0
morgan_bit_354,0.0
morgan_bit_353,0.0
morgan_bit_178,0.0
morgan_bit_678,0.0
morgan_bit_146,0.0
morgan_bit_680,0.0
morgan_bit_997,0.0
morgan_bit_1010,0.0
morgan_bit_1007,0.0
morgan_bit_1006,0.0
morgan_bit_1005,0.0
morgan_bit_110,0.0
morgan_bit_1003,0.0
morgan_bit_1002,0.0
morgan_bit_1001,0.0
morgan_bit_1000,0.0
morgan_bit_999,0.0
morgan_bit_998,0.0
morgan_bit_996,0.0
morgan_bit_1012,0.0
morgan_bit_995,0.0
morgan_bit_994,0.0
morgan_bit_993,0.0
morgan_bit_992,0.0
morgan_bit_991,0.0
morgan_bit_990,0.0
morgan_bit_989,0.0
morgan_bit_988,0.0
morgan_bit_986,0.0
morgan_bit_985,0.0
morgan_bit_111,0.0
morgan_bit_1011,0.0
morgan_bit_1013,0.0
morgan_bit_982,0.0
morgan_bit_106,0.0
morgan_bit_1041,0.0
morgan_bit_1040,0.0
morgan_bit_1038,0.0
morgan_bit_1037,0.0
morgan_bit_103,0.0
morgan_bit_104,0.0
morgan_bit_1033,0.0
morgan_bit_1032,0.0
morgan_bit_1031,0.0
morgan_bit_1030,0.0
morgan_bit_1029,0.0
morgan_bit_107,0.0
morgan_bit_1014,0.0
morgan_bit_1026,0.0
morgan_bit_1025,0.0
morgan_bit_1024,0.0
morgan_bit_1023,0.0
morgan_bit_1021,0.0
morgan_bit_1020,0.0
morgan_bit_108,0.0
morgan_bit_1018,0.0
morgan_bit_109,0.0
morgan_bit_1016,0.0
morgan_bit_1015,0.0
morgan_bit_983,0.0
morgan_bit_981,0.0
morgan_bit_681,0.0
morgan_bit_937,0.0
morgan_bit_948,0.0
morgan_bit_112,0.0
morgan_bit_946,0.0
morgan_bit_945,0.0
morgan_bit_944,0.0
morgan_bit_943,0.0
morgan_bit_942,0.0
morgan_bit_941,0.0
morgan_bit_940,0.0
morgan_bit_939,0.0
morgan_bit_938,0.0
morgan_bit_936,0.0
morgan_bit_950,0.0
morgan_bit_113,0.0
morgan_bit_934,0.0
morgan_bit_933,0.0
morgan_bit_115,0.0
morgan_bit_931,0.0
morgan_bit_930,0.0
morgan_bit_929,0.0
morgan_bit_928,0.0
morgan_bit_927,0.0
morgan_bit_925,0.0
morgan_bit_924,0.0
morgan_bit_949,0.0
morgan_bit_951,0.0
morgan_bit_980,0.0
morgan_bit_968,0.0
morgan_bit_979,0.0
morgan_bit_978,0.0
morgan_bit_977,0.0
morgan_bit_976,0.0
morgan_bit_975,0.0
morgan_bit_974,0.0
morgan_bit_973,0.0
morgan_bit_972,0.0
morgan_bit_971,0.0
morgan_bit_970,0.0
morgan_bit_969,0.0
morgan_bit_967,0.0
morgan_bit_952,0.0
morgan_bit_965,0.0
morgan_bit_964,0.0
morgan_bit_963,0.0
morgan_bit_962,0.0
morgan_bit_959,0.0
morgan_bit_958,0.0
morgan_bit_957,0.0
morgan_bit_956,0.0
morgan_bit_955,0.0
morgan_bit_954,0.0
morgan_bit_953,0.0
morgan_bit_1042,0.0
morgan_bit_1043,0.0
morgan_bit_1044,0.0
morgan_bit_1118,0.0
morgan_bit_1131,0.0
morgan_bit_1130,0.0
morgan_bit_1129,0.0
morgan_bit_1128,0.0
morgan_bit_198,0.0
morgan_bit_1125,0.0
morgan_bit_1124,0.0
morgan_bit_1123,0.0
morgan_bit_1122,0.0
morgan_bit_1121,0.0
morgan_bit_1119,0.0
morgan_bit_1117,0.0
morgan_bit_1134,0.0
morgan_bit_1116,0.0
morgan_bit_1115,0.0
morgan_bit_96,0.0
morgan_bit_1113,0.0
morgan_bit_1112,0.0
morgan_bit_1111,0.0
morgan_bit_1110,0.0
morgan_bit_1109,0.0
morgan_bit_1108,0.0
morgan_bit_1107,0.0
morgan_bit_1106,0.0
morgan_bit_1132,0.0
morgan_bit_1135,0.0
morgan_bit_1045,0.0
morgan_bit_1151,0.0
morgan_bit_92,0.0
morgan_bit_1161,0.0
morgan_bit_93,0.0
morgan_bit_1159,0.0
morgan_bit_1158,0.0
morgan_bit_1157,0.0
morgan_bit_1156,0.0
morgan_bit_1155,0.0
morgan_bit_94,0.0
morgan_bit_1153,0.0
morgan_bit_95,0.0
morgan_bit_1150,0.0
morgan_bit_1137,0.0
morgan_bit_1149,0.0
morgan_bit_1148,0.0
morgan_bit_1147,0.0
morgan_bit_1146,0.0
morgan_bit_1144,0.0
morgan_bit_1143,0.0
morgan_bit_1142,0.0
morgan_bit_1141,0.0
morgan_bit_1140,0.0
morgan_bit_1139,0.0
morgan_bit_1138,0.0
morgan_bit_1105,0.0
morgan_bit_1103,0.0
morgan_bit_1102,0.0
morgan_bit_1058,0.0
morgan_bit_1069,0.0
morgan_bit_1068,0.0
morgan_bit_1067,0.0
morgan_bit_1066,0.0
morgan_bit_1065,0.0
morgan_bit_1064,0.0
morgan_bit_1063,0.0
morgan_bit_1062,0.0
morgan_bit_1061,0.0
morgan_bit_101,0.0
morgan_bit_1059,0.0
morgan_bit_102,0.0
morgan_bit_1100,0.0
morgan_bit_1056,0.0
morgan_bit_1055,0.0
morgan_bit_1054,0.0
morgan_bit_1053,0.0
morgan_bit_1052,0.0
morgan_bit_1051,0.0
morgan_bit_1050,0.0
morgan_bit_1049,0.0
morgan_bit_1048,0.0
morgan_bit_1047,0.0
morgan_bit_1046,0.0
morgan_bit_1071,0.0
morgan_bit_1072,0.0
morgan_bit_1073,0.0
morgan_bit_1074,0.0
morgan_bit_98,0.0
morgan_bit_1098,0.0
morgan_bit_99,0.0
morgan_bit_1096,0.0
morgan_bit_1094,0.0
morgan_bit_1093,0.0
morgan_bit_1092,0.0
morgan_bit_1091,0.0
morgan_bit_1090,0.0
morgan_bit_1089,0.0
morgan_bit_100,0.0
morgan_bit_1086,0.0
morgan_bit_1085,0.0
morgan_bit_1084,0.0
morgan_bit_1083,0.0
morgan_bit_1082,0.0
morgan_bit_1081,0.0
morgan_bit_1080,0.0
morgan_bit_1079,0.0
morgan_bit_1078,0.0
morgan_bit_1077,0.0
morgan_bit_1076,0.0
morgan_bit_1075,0.0
morgan_bit_923,0.0
morgan_bit_922,0.0
morgan_bit_921,0.0
morgan_bit_755,0.0
morgan_bit_766,0.0
morgan_bit_765,0.0
morgan_bit_764,0.0
morgan_bit_763,0.0
morgan_bit_762,0.0
morgan_bit_761,0.0
morgan_bit_133,0.0
morgan_bit_759,0.0
morgan_bit_758,0.0
morgan_bit_757,0.0
morgan_bit_756,0.0
morgan_bit_754,0.0
morgan_bit_768,0.0
morgan_bit_134,0.0
morgan_bit_752,0.0
morgan_bit_751,0.0
morgan_bit_135,0.0
morgan_bit_749,0.0
morgan_bit_748,0.0
morgan_bit_747,0.0
morgan_bit_746,0.0
morgan_bit_136,0.0
morgan_bit_744,0.0
morgan_bit_743,0.0
morgan_bit_767,0.0
morgan_bit_770,0.0
morgan_bit_801,0.0
morgan_bit_784,0.0
morgan_bit_797,0.0
morgan_bit_796,0.0
morgan_bit_795,0.0
morgan_bit_793,0.0
morgan_bit_792,0.0
morgan_bit_791,0.0
morgan_bit_789,0.0
morgan_bit_788,0.0
morgan_bit_131,0.0
morgan_bit_786,0.0
morgan_bit_785,0.0
morgan_bit_783,0.0
morgan_bit_771,0.0
morgan_bit_782,0.0
morgan_bit_132,0.0
morgan_bit_780,0.0
morgan_bit_779,0.0
morgan_bit_778,0.0
morgan_bit_777,0.0
morgan_bit_776,0.0
morgan_bit_775,0.0
morgan_bit_774,0.0
morgan_bit_773,0.0
morgan_bit_772,0.0
morgan_bit_742,0.0
morgan_bit_741,0.0
morgan_bit_740,0.0
morgan_bit_697,0.0
morgan_bit_709,0.0
morgan_bit_708,0.0
morgan_bit_707,0.0
morgan_bit_706,0.0
morgan_bit_705,0.0
morgan_bit_704,0.0
morgan_bit_703,0.0
morgan_bit_702,0.0
morgan_bit_701,0.0
morgan_bit_700,0.0
morgan_bit_698,0.0
morgan_bit_696,0.0
morgan_bit_137,0.0
morgan_bit_143,0.0
morgan_bit_693,0.0
morgan_bit_144,0.0
morgan_bit_690,0.0
morgan_bit_689,0.0
morgan_bit_688,0.0
morgan_bit_686,0.0
morgan_bit_685,0.0
morgan_bit_684,0.0
morgan_bit_683,0.0
morgan_bit_682,0.0
morgan_bit_710,0.0
morgan_bit_711,0.0
morgan_bit_712,0.0
morgan_bit_714,0.0
morgan_bit_738,0.0
morgan_bit_737,0.0
morgan_bit_735,0.0
morgan_bit_734,0.0
morgan_bit_733,0.0
morgan_bit_732,0.0
morgan_bit_731,0.0
morgan_bit_730,0.0
morgan_bit_729,0.0
morgan_bit_728,0.0
morgan_bit_727,0.0
morgan_bit_726,0.0
morgan_bit_138,0.0
morgan_bit_724,0.0
morgan_bit_723,0.0
morgan_bit_722,0.0
morgan_bit_721,0.0
morgan_bit_720,0.0
morgan_bit_719,0.0
morgan_bit_139,0.0
morgan_bit_717,0.0
morgan_bit_716,0.0
morgan_bit_141,0.0
morgan_bit_799,0.0
morgan_bit_130,0.0
morgan_bit_920,0.0
morgan_bit_122,0.0
morgan_bit_889,0.0
morgan_bit_887,0.0
morgan_bit_886,0.0
morgan_bit_884,0.0
morgan_bit_882,0.0
morgan_bit_120,0.0
morgan_bit_880,0.0
morgan_bit_879,0.0
morgan_bit_121,0.0
morgan_bit_877,0.0
morgan_bit_876,0.0
morgan_bit_874,0.0
morgan_bit_891,0.0
morgan_bit_873,0.0
morgan_bit_872,0.0
morgan_bit_871,0.0
morgan_bit_870,0.0
morgan_bit_869,0.0
morgan_bit_868,0.0
morgan_bit_867,0.0
morgan_bit_866,0.0
morgan_bit_865,0.0
morgan_bit_864,0.0
morgan_bit_863,0.0
morgan_bit_118,0.0
morgan_bit_892,0.0
morgan_bit_803,0.0
morgan_bit_907,0.0
morgan_bit_919,0.0
morgan_bit_917,0.0
morgan_bit_916,0.0
morgan_bit_915,0.0
morgan_bit_914,0.0
morgan_bit_913,0.0
morgan_bit_912,0.0
morgan_bit_911,0.0
morgan_bit_910,0.0
morgan_bit_909,0.0
morgan_bit_908,0.0
morgan_bit_906,0.0
morgan_bit_894,0.0
morgan_bit_905,0.0
morgan_bit_904,0.0
morgan_bit_903,0.0
morgan_bit_902,0.0
morgan_bit_901,0.0
morgan_bit_900,0.0
morgan_bit_899,0.0
morgan_bit_898,0.0
morgan_bit_897,0.0
morgan_bit_117,0.0
morgan_bit_895,0.0
morgan_bit_861,0.0
morgan_bit_859,0.0
morgan_bit_858,0.0
morgan_bit_128,0.0
morgan_bit_827,0.0
morgan_bit_826,0.0
morgan_bit_825,0.0
morgan_bit_824,0.0
morgan_bit_823,0.0
